fname,itp,its,channels,network,magnitude
IM.NV11._2009-03-01T00_35_58.867_2009-03-01T00_40_40.424.npz,2400,7662,SHZ,IM,1.8
IM.NV11._2009-03-01T02_01_15.476_2009-03-01T02_04_56.406.npz,336,4591,SHZ,IM,2.4
IM.NV11._2009-03-01T04_29_26.534_2009-03-01T04_33_11.071.npz,740,5211,SHZ,IM,1.9
IM.NV11._2009-03-01T05_40_48.281_2009-03-01T05_44_29.180.npz,301,4555,SHZ,IM,2.4
IM.NV11._2009-03-01T07_01_19.122_2009-03-01T07_07_26.731.npz,294,8999,SHZ,IM,2.8
IM.NV11._2009-03-01T10_56_03.628_2009-03-01T11_00_39.297.npz,395,5421,SHZ,IM,0.5
IM.NV11._2009-03-01T11_20_33.468_2009-03-01T11_24_35.275.npz,2400,6073,SHZ,IM,2.9
IM.NV11._2009-03-01T11_51_32.304_2009-03-01T11_55_50.355.npz,2400,6722,SHZ,IM,1.2
IM.NV11._2009-03-01T13_06_37.059_2009-03-01T13_10_18.031.npz,285,4543,SHZ,IM,2.6
IM.NV11._2009-03-01T13_24_10.853_2009-03-01T13_30_05.059.npz,680,8848,SHZ,IM,3.3
IM.NV11._2009-03-01T13_54_25.382_2009-03-01T13_58_45.317.npz,2400,6797,SHZ,IM,1.1
IM.NV11._2009-03-01T14_31_32.664_2009-03-01T14_35_47.988.npz,2400,6613,SHZ,IM,3.1
IM.NV11._2009-03-01T15_46_24.311_2009-03-01T15_50_40.918.npz,2400,6664,SHZ,IM,1.2
IM.NV11._2009-03-01T21_07_27.827_2009-03-01T21_13_30.270.npz,475,8972,SHZ,IM,2.5
IM.NV11._2009-03-02T00_11_30.087_2009-03-02T00_17_31.596.npz,232,8692,SHZ,IM,2.1
IM.NV11._2009-03-02T01_11_59.955_2009-03-02T01_15_52.626.npz,2400,5707,SHZ,IM,2.1
IM.NV11._2009-03-02T02_50_30.047_2009-03-02T02_54_47.018.npz,2400,6679,SHZ,IM,1.5
IM.NV11._2009-03-02T08_06_56.615_2009-03-02T08_10_52.544.npz,2400,5837,SHZ,IM,2.6
IM.NV11._2009-03-02T13_31_23.724_2009-03-02T13_35_41.039.npz,2400,6693,SHZ,IM,1.6
IM.NV11._2009-03-02T19_48_45.180_2009-03-02T19_52_54.813.npz,2400,6385,SHZ,IM,2.8
IM.NV11._2009-03-03T02_19_55.460_2009-03-03T02_24_47.062.npz,10,5674,SHZ,IM,2.3
IM.NV11._2009-03-03T04_38_48.751_2009-03-03T04_45_02.560.npz,388,9340,SHZ,IM,2.1
IM.NV11._2009-03-03T06_12_47.558_2009-03-03T06_17_06.767.npz,2400,6768,SHZ,IM,2.2
IM.NV11._2009-03-03T07_19_49.136_2009-03-03T07_26_01.235.npz,986,9870,SHZ,IM,2.1
IM.NV11._2009-03-03T09_14_07.679_2009-03-03T09_18_24.871.npz,2400,6687,SHZ,IM,2.1
IM.NV11._2009-03-03T12_17_44.493_2009-03-03T12_22_00.422.npz,2400,6637,SHZ,IM,2.6
IM.NV11._2009-03-03T13_55_57.037_2009-03-03T14_00_35.059.npz,818,5939,SHZ,IM,3.2
IM.NV11._2009-03-03T19_48_25.807_2009-03-03T19_52_41.813.npz,2400,6640,SHZ,IM,2.1
IM.NV11._2009-03-03T22_33_23.278_2009-03-03T22_38_10.257.npz,291,5770,SHZ,IM,2.1
IM.NV11._2009-03-04T00_17_02.399_2009-03-04T00_21_24.011.npz,2400,6865,SHZ,IM,1.6
IM.NV11._2009-03-04T00_38_45.808_2009-03-04T00_43_02.730.npz,2400,6677,SHZ,IM,2.0
IM.NV11._2009-03-04T04_34_03.618_2009-03-04T04_38_37.344.npz,2400,7349,SHZ,IM,4.1
IM.NV11._2009-03-04T05_27_07.184_2009-03-04T05_31_39.950.npz,579,5490,SHZ,IM,2.5
IM.NV11._2009-03-04T14_58_16.706_2009-03-04T15_02_38.730.npz,2400,6881,SHZ,IM,2.1
IM.NV11._2009-03-04T16_57_55.611_2009-03-04T17_02_12.970.npz,2400,6694,SHZ,IM,1.8
IM.NV11._2009-03-04T21_56_38.759_2009-03-04T22_01_32.367.npz,851,6595,SHZ,IM,2.0
IM.NV11._2009-03-05T01_55_51.494_2009-03-05T01_59_44.429.npz,2400,5718,SHZ,IM,2.1
IM.NV11._2009-03-05T07_14_04.507_2009-03-05T07_17_45.480.npz,652,4910,SHZ,IM,2.3
IM.NV11._2009-03-05T07_45_54.914_2009-03-05T07_49_35.841.npz,369,4624,SHZ,IM,2.6
IM.NV11._2009-03-05T10_02_57.302_2009-03-05T10_07_56.887.npz,640,6623,SHZ,IM,4.2
IM.NV11._2009-03-05T18_06_35.843_2009-03-05T18_10_43.301.npz,2400,6299,SHZ,IM,2.8
IM.NV11._2009-03-06T04_20_57.402_2009-03-06T04_26_19.435.npz,827,6770,SHZ,IM,2.7
IM.NV11._2009-03-06T09_02_38.984_2009-03-06T09_10_04.305.npz,2400,7080,SHZ,IM,2.3
IM.NV11._2009-03-06T10_34_22.527_2009-03-06T10_39_18.772.npz,908,6757,SHZ,IM,3.8
IM.NV11._2009-03-06T11_30_58.003_2009-03-06T11_35_35.766.npz,510,5620,SHZ,IM,4.0
IM.NV11._2009-03-06T11_34_09.168_2009-03-06T11_38_47.175.npz,535,5656,SHZ,IM,3.4
IM.NV11._2009-03-06T12_21_19.486_2009-03-06T12_26_40.797.npz,379,7231,SHZ,IM,2.1
IM.NV11._2009-03-06T14_09_20.903_2009-03-06T14_13_38.652.npz,2400,6710,SHZ,IM,2.6
IM.NV11._2009-03-06T14_14_30.674_2009-03-06T14_18_49.267.npz,2400,6744,SHZ,IM,2.2
IM.NV11._2009-03-06T15_18_47.099_2009-03-06T15_23_03.590.npz,2400,6660,SHZ,IM,2.0
IM.NV11._2009-03-07T01_18_15.343_2009-03-07T01_23_39.411.npz,358,7321,SHZ,IM,2.3
IM.NV11._2009-03-07T04_10_40.692_2009-03-07T04_15_02.181.npz,2400,6860,SHZ,IM,2.4
IM.NV11._2009-03-07T05_23_55.468_2009-03-07T05_28_12.570.npz,2400,6684,SHZ,IM,1.8
IM.NV11._2009-03-07T16_17_06.400_2009-03-07T16_20_50.738.npz,88,4549,SHZ,IM,2.5
IM.NV11._2009-03-07T19_02_05.729_2009-03-07T19_06_23.621.npz,2400,6715,SHZ,IM,1.9
IM.NV11._2009-03-07T22_37_20.660_2009-03-07T22_41_39.712.npz,2400,6762,SHZ,IM,2.1
IM.NV11._2009-03-08T00_34_47.188_2009-03-08T00_39_04.138.npz,2400,6678,SHZ,IM,2.1
IM.NV11._2009-03-08T01_38_53.265_2009-03-08T01_43_11.463.npz,2400,6728,SHZ,IM,2.5
IM.NV11._2009-03-08T03_29_22.025_2009-03-08T03_33_38.855.npz,2400,6674,SHZ,IM,2.3
IM.NV11._2009-03-08T03_50_40.339_2009-03-08T03_54_58.318.npz,2400,6719,SHZ,IM,2.2
IM.NV11._2009-03-08T09_30_02.013_2009-03-08T09_34_34.674.npz,2400,7306,SHZ,IM,2.9
IM.NV11._2009-03-08T14_47_07.350_2009-03-08T14_50_45.691.npz,102,4203,SHZ,IM,3.5
IM.NV11._2009-03-08T20_03_22.923_2009-03-08T20_09_09.698.npz,909,8780,SHZ,IM,3.0
IM.NV11._2009-03-08T21_25_31.380_2009-03-08T21_29_43.779.npz,3600,5376,SHZ,IM,2.0
IM.NV11._2009-03-08T23_18_44.143_2009-03-08T23_23_03.410.npz,2400,6771,SHZ,IM,1.6
IM.NV11._2009-03-09T00_51_41.096_2009-03-09T00_56_00.495.npz,2400,6776,SHZ,IM,2.4
IM.NV11._2009-03-09T02_00_19.744_2009-03-09T02_05_42.599.npz,850,7764,SHZ,IM,3.2
IM.NV11._2009-03-09T03_07_40.705_2009-03-09T03_11_17.918.npz,335,4367,SHZ,IM,3.6
IM.NV11._2009-03-09T03_15_11.865_2009-03-09T03_18_49.111.npz,28,4063,SHZ,IM,3.2
IM.NV11._2009-03-09T03_19_23.635_2009-03-09T03_23_23.579.npz,2400,5998,SHZ,IM,3.3
IM.NV11._2009-03-09T03_20_40.251_2009-03-09T03_24_40.391.npz,2400,6005,SHZ,IM,3.0
IM.NV11._2009-03-09T10_39_17.459_2009-03-09T10_42_56.456.npz,934,5074,SHZ,IM,2.7
IM.NV11._2009-03-09T12_54_31.839_2009-03-09T12_58_09.309.npz,346,4394,SHZ,IM,2.3
IM.NV11._2009-03-09T15_27_38.534_2009-03-09T15_31_53.414.npz,2400,6595,SHZ,IM,3.3
IM.NV11._2009-03-09T19_57_24.502_2009-03-09T20_01_45.011.npz,2400,6820,SHZ,IM,1.7
IM.NV11._2009-03-09T20_52_31.306_2009-03-09T20_57_21.329.npz,434,6035,SHZ,IM,2.7
IM.NV11._2009-03-09T22_06_43.997_2009-03-09T22_10_59.413.npz,2400,6617,SHZ,IM,2.2
IM.NV11._2009-03-10T01_11_29.629_2009-03-10T01_15_16.058.npz,2400,5457,SHZ,IM,2.9
IM.NV11._2009-03-10T04_45_10.902_2009-03-10T04_48_51.800.npz,70,4324,SHZ,IM,2.0
IM.NV11._2009-03-10T05_50_06.008_2009-03-10T05_53_51.650.npz,2400,5426,SHZ,IM,2.6
IM.NV11._2009-03-10T11_12_19.467_2009-03-10T11_17_53.994.npz,616,7997,SHZ,IM,3.0
IM.NV11._2009-03-10T13_07_54.736_2009-03-10T13_12_11.460.npz,2400,6669,SHZ,IM,2.2
IM.NV11._2009-03-10T13_41_35.710_2009-03-10T13_45_28.669.npz,2400,5718,SHZ,IM,3.1
IM.NV11._2009-03-10T20_25_40.947_2009-03-10T20_30_18.966.npz,2400,7521,SHZ,IM,3.0
IM.NV11._2009-03-10T23_01_39.399_2009-03-10T23_06_12.015.npz,567,5472,SHZ,IM,1.9
IM.NV11._2009-03-11T01_18_03.890_2009-03-11T01_22_14.007.npz,2400,6405,SHZ,IM,2.6
IM.NV11._2009-03-11T02_03_38.847_2009-03-11T02_08_22.732.npz,267,5623,SHZ,IM,1.8
IM.NV11._2009-03-11T02_18_54.817_2009-03-11T02_22_47.754.npz,2400,5718,SHZ,IM,2.0
IM.NV11._2009-03-11T05_19_29.037_2009-03-11T05_23_49.414.npz,2400,6815,SHZ,IM,1.5
IM.NV11._2009-03-11T11_13_25.581_2009-03-11T11_17_10.373.npz,620,5106,SHZ,IM,2.3
IM.NV11._2009-03-11T14_19_43.366_2009-03-11T14_25_09.823.npz,112,7170,SHZ,IM,2.1
IM.NV11._2009-03-11T16_03_26.533_2009-03-11T16_09_13.700.npz,416,8303,SHZ,IM,3.5
IM.NV11._2009-03-11T19_44_40.117_2009-03-11T19_48_55.906.npz,2400,6632,SHZ,IM,1.7
IM.NV11._2009-03-12T02_09_24.165_2009-03-12T02_14_23.144.npz,263,6222,SHZ,IM,1.5
IM.NV11._2009-03-12T12_59_47.040_2009-03-12T13_05_40.400.npz,408,8543,SHZ,IM,2.3
IM.NV11._2009-03-12T13_59_27.940_2009-03-12T14_03_03.337.npz,790,4714,SHZ,IM,3.4
IM.NV11._2009-03-12T14_07_13.082_2009-03-12T14_12_38.331.npz,88,7098,SHZ,IM,2.8
IM.NV11._2009-03-12T15_03_05.245_2009-03-12T15_07_22.683.npz,2400,6698,SHZ,IM,1.9
IM.NV11._2009-03-12T16_20_15.729_2009-03-12T16_24_32.288.npz,2400,6662,SHZ,IM,1.7
IM.NV11._2009-03-12T17_12_35.683_2009-03-12T17_16_54.621.npz,2400,6757,SHZ,IM,3.7
IM.NV11._2009-03-12T17_21_25.824_2009-03-12T17_25_45.360.npz,2400,6782,SHZ,IM,1.9
IM.NV11._2009-03-12T17_40_52.241_2009-03-12T17_45_24.803.npz,920,5823,SHZ,IM,2.8
IM.NV11._2009-03-12T21_30_03.097_2009-03-12T21_33_40.394.npz,429,4467,SHZ,IM,3.1
IM.NV11._2009-03-12T22_51_07.183_2009-03-12T22_55_29.039.npz,2400,6874,SHZ,IM,1.9
IM.NV11._2009-03-13T00_06_00.816_2009-03-13T00_11_25.734.npz,625,7622,SHZ,IM,2.8
IM.NV11._2009-03-13T03_42_29.469_2009-03-13T03_46_22.277.npz,2400,5713,SHZ,IM,2.9
IM.NV11._2009-03-13T05_45_11.384_2009-03-13T05_49_29.120.npz,2400,6709,SHZ,IM,1.6
IM.NV11._2009-03-13T07_31_45.308_2009-03-13T07_36_03.557.npz,2400,6730,SHZ,IM,1.6
IM.NV11._2009-03-13T18_56_56.984_2009-03-13T19_00_28.690.npz,846,4548,SHZ,IM,3.2
IM.NV11._2009-03-13T19_26_50.169_2009-03-13T19_31_22.851.npz,948,5856,SHZ,IM,2.4
IM.NV11._2009-03-13T20_06_39.781_2009-03-13T20_10_32.667.npz,2400,5715,SHZ,IM,2.1
IM.NV11._2009-03-14T01_26_53.312_2009-03-14T01_30_31.452.npz,833,4922,SHZ,IM,2.3
IM.NV11._2009-03-14T03_03_25.391_2009-03-14T03_07_44.442.npz,2400,6762,SHZ,IM,2.0
IM.NV11._2009-03-14T03_59_44.029_2009-03-14T04_04_22.805.npz,2400,7551,SHZ,IM,3.3
IM.NV11._2009-03-14T10_15_17.027_2009-03-14T10_19_37.662.npz,3600,3777,SHZ,IM,1.5
IM.NV11._2009-03-14T15_34_30.383_2009-03-14T15_39_45.559.npz,68,6675,SHZ,IM,3.4
IM.NV11._2009-03-15T02_36_12.990_2009-03-15T02_40_30.430.npz,2400,6698,SHZ,IM,2.2
IM.NV11._2009-03-15T04_09_19.199_2009-03-15T04_13_35.768.npz,2400,6663,SHZ,IM,2.3
IM.NV11._2009-03-15T05_23_15.330_2009-03-15T05_26_49.853.npz,173,4044,SHZ,IM,3.5
IM.NV11._2009-03-15T08_55_05.113_2009-03-15T08_58_56.596.npz,2400,5659,SHZ,IM,2.5
IM.NV11._2009-03-15T09_39_04.323_2009-03-15T09_44_33.850.npz,253,7435,SHZ,IM,3.2
IM.NV11._2009-03-15T11_23_34.486_2009-03-15T11_27_52.771.npz,2400,6731,SHZ,IM,1.3
IM.NV11._2009-03-15T13_04_02.631_2009-03-15T13_08_17.988.npz,2400,6614,SHZ,IM,3.0
IM.NV11._2009-03-15T14_47_48.832_2009-03-15T14_52_05.509.npz,2400,6667,SHZ,IM,2.2
IM.NV11._2009-03-15T17_28_35.102_2009-03-15T17_32_51.271.npz,2400,6646,SHZ,IM,2.9
IM.NV11._2009-03-15T20_20_01.918_2009-03-15T20_24_18.317.npz,2400,6656,SHZ,IM,2.4
IM.NV11._2009-03-16T02_12_28.451_2009-03-16T02_18_13.255.npz,296,8088,SHZ,IM,3.0
IM.NV11._2009-03-16T07_32_16.757_2009-03-16T07_36_49.419.npz,2400,7306,SHZ,IM,2.6
IM.NV11._2009-03-16T07_49_19.657_2009-03-16T07_53_38.697.npz,2400,6761,SHZ,IM,1.5
IM.NV11._2009-03-16T21_06_39.107_2009-03-16T21_12_23.586.npz,517,8296,SHZ,IM,3.1
IM.NV11._2009-03-16T22_30_54.803_2009-03-16T22_35_09.766.npz,2400,6598,SHZ,IM,2.7
IM.NV11._2009-03-16T23_14_12.792_2009-03-16T23_18_31.303.npz,2400,6741,SHZ,IM,2.3
IM.NV11._2009-03-17T00_13_07.796_2009-03-17T00_17_00.762.npz,2400,5719,SHZ,IM,2.3
IM.NV11._2009-03-17T01_34_29.485_2009-03-17T01_38_22.412.npz,2400,5717,SHZ,IM,2.4
IM.NV11._2009-03-17T03_36_22.556_2009-03-17T03_40_56.726.npz,804,5771,SHZ,IM,3.2
IM.NV11._2009-03-17T09_58_51.495_2009-03-17T10_02_27.506.npz,792,4753,SHZ,IM,3.8
IM.NV11._2009-03-17T13_58_17.183_2009-03-17T14_03_20.396.npz,194,6322,SHZ,IM,4.2
IM.NV11._2009-03-17T17_36_33.602_2009-03-17T17_42_05.468.npz,726,8000,SHZ,IM,2.4
IM.NV11._2009-03-17T21_14_34.455_2009-03-17T21_19_00.602.npz,2400,7046,SHZ,IM,0.8
IM.NV11._2009-03-17T22_54_05.856_2009-03-17T22_58_23.233.npz,2400,6695,SHZ,IM,2.0
IM.NV11._2009-03-17T23_45_04.846_2009-03-17T23_51_12.699.npz,90,8804,SHZ,IM,2.0
IM.NV11._2009-03-18T06_40_29.544_2009-03-18T06_45_02.151.npz,2400,7305,SHZ,IM,2.9
IM.NV11._2009-03-18T06_48_46.028_2009-03-18T06_53_18.676.npz,2400,7306,SHZ,IM,2.9
IM.NV11._2009-03-18T11_04_57.399_2009-03-18T11_08_59.285.npz,2400,6076,SHZ,IM,3.8
IM.NV11._2009-03-18T12_20_36.007_2009-03-18T12_26_24.480.npz,126,8065,SHZ,IM,3.4
IM.NV11._2009-03-18T18_36_13.636_2009-03-18T18_39_51.121.npz,102,4150,SHZ,IM,2.3
IM.NV11._2009-03-19T05_12_05.275_2009-03-19T05_16_21.941.npz,2400,6667,SHZ,IM,1.9
IM.NV11._2009-03-19T07_10_03.817_2009-03-19T07_15_30.930.npz,11,7096,SHZ,IM,3.0
IM.NV11._2009-03-19T07_32_19.396_2009-03-19T07_36_12.135.npz,2400,5710,SHZ,IM,2.2
IM.NV11._2009-03-19T11_17_10.463_2009-03-19T11_20_40.107.npz,857,4436,SHZ,IM,2.8
IM.NV11._2009-03-19T17_08_15.236_2009-03-19T17_12_25.389.npz,2400,6406,SHZ,IM,2.8
IM.NV11._2009-03-20T00_21_55.226_2009-03-20T00_27_41.743.npz,362,8222,SHZ,IM,3.0
IM.NV11._2009-03-20T00_23_52.761_2009-03-20T00_29_39.135.npz,956,8811,SHZ,IM,3.0
IM.NV11._2009-03-20T04_43_39.243_2009-03-20T04_48_15.741.npz,845,5905,SHZ,IM,3.1
IM.NV11._2009-03-20T04_56_07.246_2009-03-20T05_00_33.448.npz,2400,7048,SHZ,IM,2.5
IM.NV11._2009-03-20T10_35_22.030_2009-03-20T10_39_59.272.npz,571,5660,SHZ,IM,2.0
IM.NV11._2009-03-20T13_10_56.398_2009-03-20T13_15_13.184.npz,2400,6672,SHZ,IM,2.0
IM.NV11._2009-03-20T13_21_14.746_2009-03-20T13_25_50.697.npz,830,5868,SHZ,IM,1.7
IM.NV11._2009-03-20T17_26_18.404_2009-03-20T17_30_46.031.npz,997,5702,SHZ,IM,2.5
IM.NV11._2009-03-20T18_37_41.310_2009-03-20T18_43_35.025.npz,720,8869,SHZ,IM,3.2
IM.NV11._2009-03-20T22_45_33.076_2009-03-20T22_49_53.752.npz,2400,6827,SHZ,IM,3.0
IM.NV11._2009-03-21T08_48_39.712_2009-03-21T08_53_05.594.npz,939,5574,SHZ,IM,3.1
IM.NV11._2009-03-21T10_00_55.834_2009-03-21T10_06_21.517.npz,253,7280,SHZ,IM,3.4
IM.NV11._2009-03-21T10_12_40.060_2009-03-21T10_17_16.695.npz,2400,7465,SHZ,IM,2.4
IM.NV11._2009-03-21T11_25_05.911_2009-03-21T11_29_08.923.npz,2400,6120,SHZ,IM,3.4
IM.NV11._2009-03-21T12_11_01.362_2009-03-21T12_15_25.261.npz,2400,6956,SHZ,IM,1.8
IM.NV11._2009-03-21T12_40_57.490_2009-03-21T12_44_42.126.npz,911,5390,SHZ,IM,2.4
IM.NV11._2009-03-21T19_09_42.883_2009-03-21T19_13_46.179.npz,2400,6132,SHZ,IM,2.1
IM.NV11._2009-03-21T20_12_40.175_2009-03-21T20_16_44.414.npz,2400,6170,SHZ,IM,3.3
IM.NV11._2009-03-21T20_16_41.381_2009-03-21T20_20_45.940.npz,2400,6182,SHZ,IM,2.8
IM.NV11._2009-03-21T20_17_23.768_2009-03-21T20_21_27.711.npz,2400,6158,SHZ,IM,3.4
IM.NV11._2009-03-21T20_40_27.188_2009-03-21T20_44_31.412.npz,2400,6169,SHZ,IM,3.1
IM.NV11._2009-03-21T22_26_37.010_2009-03-21T22_31_00.594.npz,2400,6943,SHZ,IM,1.4
IM.NV11._2009-03-21T23_23_10.512_2009-03-21T23_27_26.818.npz,2400,6652,SHZ,IM,2.0
IM.NV11._2009-03-22T05_10_25.979_2009-03-22T05_14_16.859.npz,2400,5635,SHZ,IM,2.5
IM.NV11._2009-03-22T05_22_57.599_2009-03-22T05_28_23.562.npz,744,7783,SHZ,IM,3.4
IM.NV11._2009-03-22T05_51_54.631_2009-03-22T05_55_59.239.npz,2400,6184,SHZ,IM,2.5
IM.NV11._2009-03-22T07_29_46.827_2009-03-22T07_35_13.940.npz,611,7695,SHZ,IM,3.3
IM.NV11._2009-03-22T10_29_04.523_2009-03-22T10_34_31.450.npz,694,7772,SHZ,IM,2.9
IM.NV11._2009-03-22T12_09_04.936_2009-03-22T12_14_31.347.npz,295,7351,SHZ,IM,3.0
IM.NV11._2009-03-22T14_06_23.781_2009-03-22T14_11_50.574.npz,510,7581,SHZ,IM,3.0
IM.NV11._2009-03-22T14_40_07.362_2009-03-22T14_44_36.411.npz,2400,7162,SHZ,IM,3.6
IM.NV11._2009-03-22T16_04_30.417_2009-03-22T16_08_04.871.npz,753,4620,SHZ,IM,2.9
IM.NV11._2009-03-23T14_04_06.781_2009-03-23T14_11_24.838.npz,170,4601,SHZ,IM,2.2
IM.NV11._2009-03-23T23_59_18.272_2009-03-24T00_05_40.401.npz,975,6044,SHZ,IM,2.1
IM.NV11._2009-03-24T04_07_37.049_2009-03-24T04_11_09.405.npz,392,4134,SHZ,IM,2.8
IM.NV11._2009-03-24T08_31_00.537_2009-03-24T08_35_27.121.npz,2400,7063,SHZ,IM,2.3
IM.NV11._2009-03-24T11_56_05.725_2009-03-24T12_00_10.194.npz,2400,6179,SHZ,IM,5.0
IM.NV11._2009-03-24T13_53_14.351_2009-03-24T13_57_18.948.npz,2400,6183,SHZ,IM,3.0
IM.NV11._2009-03-24T18_24_48.907_2009-03-24T18_29_15.467.npz,2400,7062,SHZ,IM,2.7
IM.NV11._2009-03-24T23_43_36.434_2009-03-24T23_47_40.931.npz,2400,6180,SHZ,IM,3.2
IM.NV11._2009-03-25T00_58_33.710_2009-03-25T01_03_59.225.npz,945,7966,SHZ,IM,2.8
IM.NV11._2009-03-25T05_51_16.958_2009-03-25T05_55_21.593.npz,2400,6185,SHZ,IM,3.2
IM.NV11._2009-03-25T07_06_21.501_2009-03-25T07_10_38.755.npz,2400,6690,SHZ,IM,2.3
IM.NV11._2009-03-25T07_51_44.326_2009-03-25T07_55_49.087.npz,2400,6190,SHZ,IM,3.6
IM.NV11._2009-03-25T10_30_01.974_2009-03-25T10_34_05.938.npz,2400,6159,SHZ,IM,2.6
IM.NV11._2009-03-25T10_33_26.078_2009-03-25T10_37_44.532.npz,2400,6738,SHZ,IM,1.8
IM.NV11._2009-03-25T10_50_45.389_2009-03-25T10_54_38.247.npz,2400,5714,SHZ,IM,2.2
IM.NV11._2009-03-25T14_33_23.560_2009-03-25T14_37_39.002.npz,2400,6618,SHZ,IM,2.5
IM.NV11._2009-03-25T15_38_43.663_2009-03-25T15_42_59.292.npz,2400,6625,SHZ,IM,2.8
IM.NV11._2009-03-25T17_07_40.390_2009-03-25T17_11_52.058.npz,2400,6467,SHZ,IM,2.2
IM.NV11._2009-03-25T17_49_39.270_2009-03-25T17_53_55.100.npz,2400,6634,SHZ,IM,2.7
IM.NV11._2009-03-25T19_58_44.438_2009-03-25T20_03_16.907.npz,559,5458,SHZ,IM,2.5
IM.NV11._2009-03-25T20_00_05.206_2009-03-25T20_04_09.867.npz,2400,6186,SHZ,IM,3.8
IM.NV11._2009-03-25T20_33_19.131_2009-03-25T20_36_51.506.npz,338,4080,SHZ,IM,2.7
IM.NV11._2009-03-25T20_41_48.228_2009-03-25T20_45_20.597.npz,821,4562,SHZ,IM,3.1
IM.NV11._2009-03-25T20_59_20.563_2009-03-25T21_03_36.504.npz,2400,6638,SHZ,IM,2.7
IM.NV11._2009-03-25T21_09_34.867_2009-03-25T21_13_50.411.npz,2400,6622,SHZ,IM,2.7
IM.NV11._2009-03-25T22_24_14.284_2009-03-25T22_29_49.012.npz,160,7549,SHZ,IM,2.8
IM.NV11._2009-03-25T23_57_44.340_2009-03-26T00_03_11.479.npz,750,7836,SHZ,IM,2.6
IM.NV11._2009-03-26T04_10_49.556_2009-03-26T04_15_07.003.npz,2400,6698,SHZ,IM,3.2
IM.NV11._2009-03-26T05_12_55.380_2009-03-26T05_17_00.343.npz,2400,6198,SHZ,IM,3.0
IM.NV11._2009-03-26T08_18_11.261_2009-03-26T08_22_15.455.npz,2400,6168,SHZ,IM,2.6
IM.NV11._2009-03-26T08_23_19.423_2009-03-26T08_27_36.812.npz,2400,6696,SHZ,IM,2.2
IM.NV11._2009-03-26T10_30_28.278_2009-03-26T10_34_34.090.npz,2400,6232,SHZ,IM,2.6
IM.NV11._2009-03-26T10_45_06.358_2009-03-26T10_49_10.972.npz,2400,6184,SHZ,IM,2.9
IM.NV11._2009-03-26T11_29_56.926_2009-03-26T11_34_13.278.npz,2400,6654,SHZ,IM,2.4
IM.NV11._2009-03-26T13_30_21.116_2009-03-26T13_34_42.255.npz,2400,6846,SHZ,IM,2.2
IM.NV11._2009-03-27T00_03_52.847_2009-03-27T00_07_57.603.npz,2400,6191,SHZ,IM,2.9
IM.NV11._2009-03-27T04_05_19.006_2009-03-27T04_09_05.541.npz,2400,5461,SHZ,IM,2.7
IM.NV11._2009-03-27T06_16_40.701_2009-03-27T06_21_16.423.npz,403,5431,SHZ,IM,4.1
IM.NV11._2009-03-27T08_32_53.744_2009-03-27T08_36_55.227.npz,2400,6060,SHZ,IM,3.7
IM.NV11._2009-03-27T13_15_28.695_2009-03-27T13_19_33.034.npz,2400,6174,SHZ,IM,2.8
IM.NV11._2009-03-27T15_49_15.556_2009-03-27T15_53_31.552.npz,2400,6640,SHZ,IM,2.2
IM.NV11._2009-03-27T16_09_48.390_2009-03-27T16_14_13.346.npz,2400,6998,SHZ,IM,1.9
IM.NV11._2009-03-27T21_05_56.110_2009-03-27T21_10_49.103.npz,339,6059,SHZ,IM,2.0
IM.NV11._2009-03-28T10_35_09.721_2009-03-28T10_40_34.449.npz,429,7418,SHZ,IM,3.3
IM.NV11._2009-03-28T12_25_29.000_2009-03-28T12_28_47.113.npz,3600,6487,SHZ,IM,2.4
IM.NV11._2009-03-28T15_16_10.504_2009-03-28T15_20_37.104.npz,2400,7064,SHZ,IM,1.9
IM.NV11._2009-03-29T00_24_37.991_2009-03-29T00_28_55.732.npz,3600,6120,SHZ,IM,1.8
IM.NV11._2009-03-29T01_20_47.428_2009-03-29T01_25_13.260.npz,2400,6371,SHZ,IM,2.2
IM.NV11._2009-03-29T04_29_53.789_2009-03-29T04_33_44.889.npz,2400,5644,SHZ,IM,2.2
IM.NV11._2009-03-29T07_30_31.809_2009-03-29T07_34_56.064.npz,2400,6970,SHZ,IM,1.3
IM.NV11._2009-03-29T07_52_34.689_2009-03-29T07_58_29.818.npz,295,8500,SHZ,IM,3.0
IM.NV11._2009-03-29T08_33_11.552_2009-03-29T08_37_27.702.npz,867,3730,SHZ,IM,2.0
IM.NV11._2009-03-29T10_22_52.886_2009-03-29T10_27_09.840.npz,2400,5484,SHZ,IM,1.9
IM.NV11._2009-03-29T16_57_22.242_2009-03-29T17_02_51.083.npz,3600,4665,SHZ,IM,3.1
IM.NV11._2009-03-29T22_30_56.831_2009-03-29T22_35_08.691.npz,2400,6474,SHZ,IM,2.4
IM.NV11._2009-03-29T22_34_41.234_2009-03-29T22_38_52.876.npz,2400,6466,SHZ,IM,2.6
IM.NV11._2009-03-30T03_04_11.953_2009-03-30T03_08_04.906.npz,2400,5718,SHZ,IM,2.2
IM.NV11._2009-03-30T07_07_30.628_2009-03-30T07_12_22.336.npz,710,6378,SHZ,IM,3.2
IM.NV11._2009-03-30T15_22_51.188_2009-03-30T15_28_26.319.npz,695,8100,SHZ,IM,2.6
